ENSG00000167701___ALAT1,0.99674
ENSG00000167720___SRR,1.017075
ENSG00000167721___TSR1,0.998342
ENSG00000167723___TRPV3,0.999968
ENSG00000167751___KLK2,0.999919
ENSG00000167754___KLK5,1.002133
ENSG00000167759___KLK13,0.987193
ENSG00000167767___K2C80,0.999107
ENSG00000167768___K2C1,1.019309
ENSG00000167769___ACER1,0.994523
ENSG00000167770___OTUB1,0.999098
ENSG00000167772___ANGL4,1.010695
ENSG00000167775___CD320,0.99647
ENSG00000167779___IBP6,0.974149
ENSG00000167780___SOAT2,0.99707
ENSG00000167792___NDUV1,0.988686
ENSG00000167815___PRDX2,0.970131
ENSG00000167822___OR8J3,1.003012
ENSG00000167842___MIS12,1.001056
ENSG00000167850___CLM6,1.001605
ENSG00000167851___CLM8,0.997228
ENSG00000167862___ICT1,1.014606
ENSG00000167863___ATP5H,0.994783
ENSG00000167880___EVPL,0.997329
ENSG00000167881___SRP68,0.996248
ENSG00000167900___KITH,0.997607
ENSG00000167910___CP7A1,1.002542
ENSG00000167916___K1C24,0.959833
ENSG00000167925___GHDC,1.013826
ENSG00000167941___SOST,1.002472
ENSG00000167965___LST8,1.001955
ENSG00000167969___ECI1,1.0038
ENSG00000167972___ABCA3,0.993031
ENSG00000167978___SRRM2,1.001129
ENSG00000167984___NLRC3,0.997877
ENSG00000167986___DDB1,0.993688
ENSG00000167987___VP37C,1.004627
ENSG00000167994___R3GEF,0.999049
ENSG00000167995___BEST1,1.004263
ENSG00000167996___FRIH,0.990977
ENSG00000168002___RPB7,1.001647
ENSG00000168003___4F2,0.979377
ENSG00000168014___C2CD3,0.993525
ENSG00000168028___RSSA,0.975009
ENSG00000168032___ENTP3,1.001357
ENSG00000168036___CTNB1,1.00191
ENSG00000168040___FADD,0.997794
ENSG00000168056___LTBP3,1.006543
ENSG00000168065___S22AB,0.994703
ENSG00000168066___SF01,0.999859
ENSG00000168079___SCAR5,0.999951
ENSG00000168081___PNOC,0.996954
ENSG00000168090___CSN6,0.997718
ENSG00000168092___PA1B2,1.001318
ENSG00000168118___RAB4A,0.997215
ENSG00000168124___OR1F1,nan
ENSG00000168131___OR2B2,nan
ENSG00000168135___KCNJ4,0.999392
ENSG00000168158___OR2C1,1.005637
ENSG00000168209___DDIT4,1.006243
ENSG00000168214___SUH,0.99779
ENSG00000168216___LMBD1,0.998471
ENSG00000168229___PD2R,0.996222
ENSG00000168237___GLCTK,0.995729
ENSG00000168256___KBRS2,1.001221
ENSG00000168259___DNJC7,1.027915
ENSG00000168263___KCNV2,0.999333
ENSG00000168267___PTF1A,1.003034
ENSG00000168282___MGAT2,0.987542
ENSG00000168283___BMI1,0.992676
ENSG00000168288___MMAD,0.993597
ENSG00000168291___ODPB,0.995626
ENSG00000168301___KCTD6,0.97167
ENSG00000168306___ACOX2,0.984081
ENSG00000168310___IRF2,0.963928
ENSG00000168314___MOBP,0.999109
ENSG00000168329___CX3C1,1.002557
ENSG00000168350___DEGS2,0.999118
ENSG00000168374___ARF4,1.004792
ENSG00000168385___SEPT2,0.998843
ENSG00000168389___NLS1,1.017435
ENSG00000168393___KTHY,1.002184
ENSG00000168395___ING5,0.998729
ENSG00000168397___ATG4B,1.003084
ENSG00000168398___BKRB2,1.00151
ENSG00000168404___MLKL,0.996105
ENSG00000168412___MTR1A,1.005083
ENSG00000168418___KCNG4,0.998284
ENSG00000168421___RHOH,1.001299
ENSG00000168434___COG7,0.994997
ENSG00000168438___PRP17,1.001623
ENSG00000168439___STIP1,0.96974
ENSG00000168447___SCNNB,0.984392
ENSG00000168461___RAB31,1.000387
ENSG00000168481___LGI3,0.997868
